"object","subject","abstract_sub","abstract_obj"
"http://dbpedia.org/resource/Cushing's_disease","http://dbpedia.org/resource/Hyperandrogenism","Hyperandrogenism is a medical condition characterized by high levels of androgens. It is more common in women than men. Symptoms of hyperandrogenism may include acne, seborrhea (inflamed skin), hair loss on the scalp, increased body or facial hair, and infrequent or absent menstruation. Complications may include high blood cholesterol and diabetes. It occurs in approximately 5% of women of reproductive age. Polycystic ovary syndrome accounts for about 70% of hyperandrogenism cases. Other causes include adrenal hyperplasia, hirsutism, insulin resistance, hyperprolactinemia, Cushing's disease, certain types of cancers, and certain medications. Diagnosis often involves blood tests for testosterone, 17-hydroxyprogesterone, and prolactin, as well as a pelvic ultrasound. Treatment depends on the underlying cause. Symptoms of hyperandrogenism can be treated with birth control pills or antiandrogens, such as cyproterone acetate or spironolactone. Other palliative measures may include hair removal techniques. The earliest known description of the condition is attributed to Hippocrates. In 2011, the International Association of Athletics Federations (now World Athletics) and IOC (International Olympic Committee) released statements restricting the eligibility of female athletes with high testosterone, whether through hyperandrogenism or as a result of a difference in sex development (DSD). These regulations were referred to by both bodies as hyperandrogenism regulations and have led to athletes with DSDs being described as having hyperandrogenism. They were revised in 2019 to focus more specifically on DSDs.","Cushing's disease is one cause of Cushing's syndrome characterised by increased secretion of adrenocorticotropic hormone (ACTH) from the anterior pituitary (secondary hypercortisolism). This is most often as a result of a pituitary adenoma (specifically pituitary basophilism) or due to excess production of hypothalamus CRH (corticotropin releasing hormone) (tertiary hypercortisolism/hypercorticism) that stimulates the synthesis of cortisol by the adrenal glands. Pituitary adenomas are responsible for 80% of endogenous Cushing's syndrome, when excluding Cushing's syndrome from exogenously administered corticosteroids. The equine version of this disease is Pituitary pars intermedia dysfunction. This should not be confused with ectopic Cushing syndrome or exogenous steroid use."
"http://dbpedia.org/resource/Vitamin_D","http://dbpedia.org/resource/Rickets","Rickets is a condition that results in weak or soft bones in children, and is caused by either dietary deficiency or genetic causes. Symptoms include bowed legs, stunted growth, bone pain, large forehead, and trouble sleeping. Complications may include bone deformities, bone pseudofractures and fractures, muscle spasms, or an abnormally curved spine. The most common cause of rickets is a vitamin D deficiency, although hereditary genetic forms also exist. This can result from eating a diet without enough vitamin D, dark skin, too little sun exposure, exclusive breastfeeding without vitamin D supplementation, celiac disease, and certain genetic conditions. Other factors may include not enough calcium or phosphorus. The underlying mechanism involves insufficient calcification of the growth plate. Diagnosis is generally based on blood tests finding a low calcium, low phosphorus, and a high alkaline phosphatase together with X-rays. Prevention for exclusively breastfed babies is vitamin D supplements. Otherwise, treatment depends on the underlying cause. If due to a lack of vitamin D, treatment is usually with vitamin D and calcium. This generally results in improvements within a few weeks. Bone deformities may also improve over time. Occasionally surgery may be performed to correct bone deformities. Genetic forms of the disease typically require specialized treatment. Rickets occurs relatively commonly in the Middle East, Africa, and Asia. It is generally uncommon in the United States and Europe, except among certain minority groups. It begins in childhood, typically between the ages of 3 and 18 months old. Rates of disease are equal in males and females. Cases of what is believed to have been rickets have been described since the 1st century, and the condition was widespread in the Roman Empire. The disease was common into the 20th century. Early treatments included the use of cod liver oil.","Vitamin D is a group of fat-soluble secosteroids responsible for increasing intestinal absorption of calcium, magnesium, and phosphate, and many other biological effects. In humans, the most important compounds in this group are vitamin D3 (cholecalciferol) and vitamin D2 (ergocalciferol). The major natural source of the vitamin is synthesis of cholecalciferol in the lower layers of epidermis of the skin through a chemical reaction that is dependent on sun exposure (specifically UVB radiation). Cholecalciferol and ergocalciferol can be ingested from the diet and supplements. Only a few foods, such as the flesh of fatty fish, naturally contain significant amounts of vitamin D. In the U.S. and other countries, cow's milk and plant-derived milk substitutes are fortified with vitamin D, as are many breakfast cereals. Mushrooms exposed to ultraviolet light contribute useful amounts of vitamin D2. Dietary recommendations typically assume that all of a person's vitamin D is taken by mouth, because sun exposure in the population is variable and recommendations about the amount of sun exposure that is safe are uncertain in view of the skin cancer risk. Vitamin D from the diet, or from skin synthesis, is biologically inactive. It is activated by two protein enzyme hydroxylation steps, the first in the liver and the second in the kidneys. Because vitamin D can be synthesized in adequate amounts by most mammals if they get enough sunlight, it is not essential and therefore is technically not a vitamin. Instead it can be considered a hormone, with activation of the vitamin D pro-hormone resulting in the active form, calcitriol, which then produces effects via a nuclear receptor in multiple locations. Cholecalciferol is converted in the liver to calcifediol (25-hydroxycholecalciferol); ergocalciferol is converted to 25-hydroxyergocalciferol. These two vitamin D metabolites (called 25-hydroxyvitamin D or 25(OH)D) are measured in serum to determine a person's vitamin D status. Calcifediol is further hydroxylated by the kidneys and some of the immune system cells to form calcitriol (1,25-dihydroxycholecalciferol), the biologically active form of vitamin D. Calcitriol circulates as a hormone in the blood, having a major role regulating the concentration of calcium and phosphate, and promoting the healthy growth and remodeling of bone. Calcitriol also has other effects, including some on cell growth, neuromuscular and immune functions, and reduction of inflammation. Vitamin D has a significant role in calcium homeostasis and metabolism. Its discovery was due to effort to find the dietary substance lacking in children with rickets (the childhood form of osteomalacia). Vitamin D supplements are given to treat or to prevent osteomalacia and rickets. The evidence for other health effects of vitamin D supplementation in vitamin D-replete individuals is inconsistent. The effect of vitamin D supplementation on mortality is not clear, with one meta-analysis finding a small decrease in mortality in elderly people. Except for the prevention of rickets and osteomalacia in high-risk groups, any benefit of vitamin D supplements to musculoskeletal or general health may be small."
"http://dbpedia.org/resource/Interstitial_lung_disease","http://dbpedia.org/resource/Pulmonary_fibrosis","Pulmonary fibrosis is a condition in which the lungs become scarred over time. Symptoms include shortness of breath, a dry cough, feeling tired, weight loss, and nail clubbing. Complications may include pulmonary hypertension, respiratory failure, pneumothorax, and lung cancer. Causes include environmental pollution, certain medications, connective tissue diseases, infections, and interstitial lung diseases. Idiopathic pulmonary fibrosis (IPF), an interstitial lung disease of unknown cause, is most common. Diagnosis may be based on symptoms, medical imaging, lung biopsy, and lung function tests. There is no cure and there are limited treatment options available. Treatment is directed towards efforts to improve symptoms and may include oxygen therapy and pulmonary rehabilitation. Certain medications may be used to try to slow the worsening of scarring. Lung transplantation may occasionally be an option. At least 5 million people are affected globally. Life expectancy is generally less than five years.","Interstitial lung disease (ILD), or diffuse parenchymal lung disease (DPLD), is a group of respiratory diseases affecting the interstitium (the tissue and space around the alveoli (air sacs)) of the lungs. It concerns alveolar epithelium, pulmonary capillary endothelium, basement membrane, and perivascular and perilymphatic tissues. It may occur when an injury to the lungs triggers an abnormal healing response. Ordinarily, the body generates just the right amount of tissue to repair damage, but in interstitial lung disease, the repair process is disrupted, and the tissue around the air sacs (alveoli) becomes scarred and thickened. This makes it more difficult for oxygen to pass into the bloodstream. The disease presents itself with the following symptoms: shortness of breath, nonproductive coughing, fatigue, and weight loss, which tend to develop slowly, over several months. The average rate of survival for someone with this disease is between three and five years. The term ILD is used to distinguish these diseases from obstructive airways diseases. There are specific types in children, known as children's interstitial lung diseases. The acronym ChILD is sometimes used for this group of diseases. Prolonged ILD may result in pulmonary fibrosis, but this is not always the case. Idiopathic pulmonary fibrosis is interstitial lung disease for which no obvious cause can be identified (idiopathic) and is associated with typical findings both radiographic (basal and pleural-based fibrosis with honeycombing) and pathologic (temporally and spatially heterogeneous fibrosis, histopathologic honeycombing, and fibroblastic foci). In 2015, interstitial lung disease, together with pulmonary sarcoidosis, affected 1.9 million people. They resulted in 122,000 deaths."
"http://dbpedia.org/resource/Intraventricular_hemorrhage","http://dbpedia.org/resource/Hydrocephalus","Hydrocephalus is a condition in which an accumulation of cerebrospinal fluid (CSF) occurs within the brain. This typically causes increased pressure inside the skull. Older people may have headaches, double vision, poor balance, urinary incontinence, personality changes, or mental impairment. In babies, it may be seen as a rapid increase in head size. Other symptoms may include vomiting, sleepiness, seizures, and downward pointing of the eyes. Hydrocephalus can occur due to birth defects or be acquired later in life. Associated birth defects include neural tube defects and those that result in aqueductal stenosis. Other causes include meningitis, brain tumors, traumatic brain injury, intraventricular hemorrhage, and subarachnoid hemorrhage. The four types of hydrocephalus are communicating, noncommunicating, ex vacuo, and normal pressure. Diagnosis is typically made by physical examination and medical imaging. Hydrocephalus is typically treated by the surgical placement of a shunt system. A procedure called a third ventriculostomy is an option in some people. Complications from shunts may include overdrainage, underdrainage, mechanical failure, infection, or obstruction. This may require replacement. Outcomes are variable, but many people with shunts live normal lives. Without treatment, death or permanent disability may occur. About one to two per 1,000 newborns have hydrocephalus. Rates in the developing world may be higher. Normal pressure hydrocephalus is estimated to affect about 5 per 100,000 people, with rates increasing with age. Description of hydrocephalus by Hippocrates dates back more than 2,000 years. The word hydrocephalus is from the Greek ὕδωρ, hydōr, meaning 'water' and κεφαλή, kephalē, meaning 'head'.","Intraventricular hemorrhage (IVH), also known as intraventricular bleeding, is a bleeding into the brain's ventricular system, where the cerebrospinal fluid is produced and circulates through towards the subarachnoid space. It can result from physical trauma or from hemorrhagic stroke. 30% of intraventricular hemorrhage (IVH) are primary, confined to the ventricular system and typically caused by intraventricular trauma, aneurysm, vascular malformations, or tumors, particularly of the choroid plexus. However 70% of IVH are secondary in nature, resulting from an expansion of an existing intraparenchymal or subarachnoid hemorrhage. Intraventricular hemorrhage has been found to occur in 35% of moderate to severe traumatic brain injuries. Thus the hemorrhage usually does not occur without extensive associated damage, and so the outcome is rarely good."
"http://dbpedia.org/resource/Iodine_deficiency","http://dbpedia.org/resource/Endemic_goitre","Endemic goiter is a type of goitre that is associated with dietary iodine deficiency.","Iodine deficiency is a lack of the trace element iodine, an essential nutrient in the diet. It may result in metabolic problems such as goiter, sometimes as an endemic goiter as well as congenital iodine deficiency syndrome due to untreated congenital hypothyroidism, which results in developmental delays and other health problems. Iodine deficiency is an important global health issue, especially for fertile and pregnant women. It is also a preventable cause of intellectual disability. Iodine is an essential dietary mineral for neurodevelopment among children. The thyroid hormones thyroxine and triiodothyronine contain iodine. In areas where there is little iodine in the diet, typically remote inland areas where no marine foods are eaten, iodine deficiency is common. It is also common in mountainous regions of the world where food is grown in iodine-poor soil. Prevention includes adding small amounts of iodine to table salt, a product known as iodized salt. Iodine compounds have also been added to other foodstuffs, such as flour, water and milk, in areas of deficiency. Seafood is also a well known source of iodine. In the U.S., the use of iodine has decreased over concerns of overdoses since mid-20th century, and the iodine antagonists bromine, perchlorate and fluoride have become more ubiquitous. In particular, around 1980 the practice of using potassium iodate as dough conditioner in bread and baked goods was gradually replaced by the use of other conditioning agents such as bromide. Iodine deficiency resulting in goiter occurs in 187 million people globally as of 2010 (2.7% of the population). It resulted in 2700 deaths in 2013, up from 2100 deaths in 1990."
"http://dbpedia.org/resource/Iodine_deficiency","http://dbpedia.org/resource/Hypothyroidism","Hypothyroidism (also called underactive thyroid, low thyroid or hypothyreosis) is a disorder of the endocrine system in which the thyroid gland does not produce enough thyroid hormone. It can cause a number of symptoms, such as poor ability to tolerate cold, a feeling of tiredness, constipation, slow heart rate, depression, and weight gain. Occasionally there may be swelling of the front part of the neck due to goiter. Untreated cases of hypothyroidism during pregnancy can lead to delays in growth and intellectual development in the baby or congenital iodine deficiency syndrome. Worldwide, too little iodine in the diet is the most common cause of hypothyroidism. Hashimoto's thyroiditis is the most common cause of hypothyroidism in countries with sufficient dietary iodine. Less common causes include previous treatment with radioactive iodine, injury to the hypothalamus or the anterior pituitary gland, certain medications, a lack of a functioning thyroid at birth, or previous thyroid surgery. The diagnosis of hypothyroidism, when suspected, can be confirmed with blood tests measuring thyroid-stimulating hormone (TSH) and thyroxine levels. Salt iodization has prevented hypothyroidism in many populations. Thyroid hormone replacement with levothyroxine treats hypothyroidism. Medical professionals adjust the dose according to symptoms and normalization of the thyroxine and TSH levels. Thyroid medication is safe in pregnancy. Although an adequate amount of dietary iodine is important, too much may worsen specific forms of hypothyroidism. Worldwide about one billion people are estimated to be iodine-deficient; however, it is unknown how often this results in hypothyroidism. In the United States, hypothyroidism occurs in 0.3–0.4% of people. Subclinical hypothyroidism, a milder form of hypothyroidism characterized by normal thyroxine levels and an elevated TSH level, is thought to occur in 4.3–8.5% of people in the United States. Hypothyroidism is more common in women than in men. People over the age of 60 are more commonly affected. Dogs are also known to develop hypothyroidism, as are cats and horses, albeit more rarely. The word hypothyroidism is from Greek hypo- 'reduced', thyreos 'shield', and eidos 'form'.","Iodine deficiency is a lack of the trace element iodine, an essential nutrient in the diet. It may result in metabolic problems such as goiter, sometimes as an endemic goiter as well as congenital iodine deficiency syndrome due to untreated congenital hypothyroidism, which results in developmental delays and other health problems. Iodine deficiency is an important global health issue, especially for fertile and pregnant women. It is also a preventable cause of intellectual disability. Iodine is an essential dietary mineral for neurodevelopment among children. The thyroid hormones thyroxine and triiodothyronine contain iodine. In areas where there is little iodine in the diet, typically remote inland areas where no marine foods are eaten, iodine deficiency is common. It is also common in mountainous regions of the world where food is grown in iodine-poor soil. Prevention includes adding small amounts of iodine to table salt, a product known as iodized salt. Iodine compounds have also been added to other foodstuffs, such as flour, water and milk, in areas of deficiency. Seafood is also a well known source of iodine. In the U.S., the use of iodine has decreased over concerns of overdoses since mid-20th century, and the iodine antagonists bromine, perchlorate and fluoride have become more ubiquitous. In particular, around 1980 the practice of using potassium iodate as dough conditioner in bread and baked goods was gradually replaced by the use of other conditioning agents such as bromide. Iodine deficiency resulting in goiter occurs in 187 million people globally as of 2010 (2.7% of the population). It resulted in 2700 deaths in 2013, up from 2100 deaths in 1990."
"http://dbpedia.org/resource/Median_nerve","http://dbpedia.org/resource/Carpal_tunnel_syndrome","Carpal tunnel syndrome (CTS) is the collection of symptoms and signs associated with median neuropathy at the carpal tunnel. Most CTS is related to idiopathic compression of the median nerve as it travels through the wrist at the carpal tunnel (IMNCT). Idiopathic means that there is no other disease process contributing to pressure on the nerve. As with most structural issues, it occurs in both hands, and the strongest risk factor is genetics. Other conditions can cause CTS such as wrist fracture or rheumatoid arthritis. After fracture, swelling, bleeding, and deformity compress the median nerve. With rheumatoid arthritis, the enlarged synovial lining of the tendons causes compression. The main symptoms are numbness and tingling in the thumb, index finger, middle finger and the thumb side of the ring finger. People often report pain, but pain without tingling is not characteristic of IMNCT. Rather, the numbness can be so intense that it is described as painful. Symptoms are typically most troublesome at night. Untreated, and over years to decades, IMNCT causes loss of sensibility and weakness and shrinkage (atrophy) of the muscles at the base of the thumb. Work-related factors such as vibration, wrist extension or flexion, hand force, and repetition increase the risk of developing CTS. The only certain risk factor for IMNCT is genetics. All other risk factors are open to debate. It is important to consider IMNCT separately from CTS in diseases such as rheumatoid arthritis. Diagnosis of IMNCT can be made with a high probability based on characteristic symptoms and signs. IMNCT can be measured with electrodiagnostic tests. People wake less often at night if they wear a wrist splint. Injection of corticosteroids may or may not alleviate better than simulated (placebo) injections. There is no evidence that corticosteroid injection alters the natural history of the disease, which seems to be a gradual progression of neuropathy. Surgery to cut the transverse carpal ligament is the only known disease modifying treatment.","The median nerve is a nerve in humans and other animals in the upper limb. It is one of the five main nerves originating from the brachial plexus. The median nerve originates from the lateral and medial cords of the brachial plexus, and has contributions from ventral roots of C5-C7 (lateral cord) and C8 and T1 (medial cord). The median nerve is the only nerve that passes through the carpal tunnel. Carpal tunnel syndrome is the disability that results from the median nerve being pressed in the carpal tunnel."
"http://dbpedia.org/resource/Pelvic_tumor","http://dbpedia.org/resource/Sciatica","Sciatica is pain going down the leg from the lower back. This pain may go down the back, outside, or front of the leg. Onset is often sudden following activities like heavy lifting, though gradual onset may also occur. The pain is often described as shooting. Typically, symptoms are only on one side of the body. Certain causes, however, may result in pain on both sides. Lower back pain is sometimes present. Weakness or numbness may occur in various parts of the affected leg and foot. About 90% of sciatica is due to a spinal disc herniation pressing on one of the lumbar or sacral nerve roots. Spondylolisthesis, spinal stenosis, piriformis syndrome, pelvic tumors, and pregnancy are other possible causes of sciatica. The straight-leg-raising test is often helpful in diagnosis. The test is positive if, when the leg is raised while a person is lying on their back, pain shoots below the knee. In most cases medical imaging is not needed. However, imaging may be obtained if bowel or bladder function is affected, there is significant loss of feeling or weakness, symptoms are long standing, or there is a concern for tumor or infection. Conditions that may present similarly are diseases of the hip and infections such as early shingles (prior to rash formation). Initial treatment typically involves pain medications. However, evidence for pain medication and muscle relaxants is lacking. It is generally recommended that people continue with normal activity to the best of their abilities. Often all that is required for sciatica resolution is time; in about 90% of people symptoms resolve in less than six weeks. If the pain is severe and lasts for more than six weeks, surgery may be an option. While surgery often speeds pain improvement, its long term benefits are unclear. Surgery may be required if complications occur, such as loss of normal bowel or bladder function. Many treatments, including corticosteroids, gabapentin, pregabalin, acupuncture, heat or ice, and spinal manipulation, have limited or poor evidence for their use. Depending on how it is defined, less than 1% to 40% of people have sciatica at some point in time. Sciatica is most common between the ages of 40 and 59, and men are more frequently affected than women. The condition has been known since ancient times. The first known use of the word sciatica dates from 1451.","A pelvic tumor is any one of numerous tumors that occur in the pelvis. Within the pelvis, these tumors may involve specific organs, or occupy intra-organ spaces. Tumors of the presacral space and are most prevalent in children. Tumors occupying specific organs have a more complex natural history."
"http://dbpedia.org/resource/Sarcoptes_scabiei","http://dbpedia.org/resource/Scabies","Scabies (/ˈskeɪbiːz, ˈskeɪbiiːz/; also known as the seven-year itch) is a contagious skin infestation by the mite Sarcoptes scabiei. The most common symptoms are severe itchiness and a pimple-like rash. Occasionally, tiny burrows may appear on the skin. In a first-ever infection, the infected person usually develops symptoms within two to six weeks. During a second infection, symptoms may begin within 24 hours. These symptoms can be present across most of the body or just certain areas such as the wrists, between fingers, or along the waistline. The head may be affected, but this is typically only in young children. The itch is often worse at night. Scratching may cause skin breakdown and an additional bacterial infection in the skin. Scabies is caused by infection with the female mite Sarcoptes scabiei var. hominis, an ectoparasite. The mites burrow into the skin to live and deposit eggs. The symptoms of scabies are due to an allergic reaction to the mites. Often, only between 10 and 15 mites are involved in an infection. Scabies is most often spread during a relatively long period of direct skin contact with an infected person (at least 10 minutes) such as that which may occur during sex or living together. Spread of the disease may occur even if the person has not developed symptoms yet. Crowded living conditions, such as those found in child-care facilities, group homes, and prisons, increase the risk of spread. Areas with a lack of access to water also have higher rates of disease. Crusted scabies is a more severe form of the disease. It typically only occurs in those with a poor immune system and people may have millions of mites, making them much more contagious. In these cases, spread of infection may occur during brief contact or by contaminated objects. The mite is very small and usually not directly visible. Diagnosis is based on the signs and symptoms. Several medications are available to treat those infected, such as ivermectin or permethrin, crotamiton, and lindane creams. Sexual contacts within the last month and people who live in the same house should also be treated at the same time. Bedding and clothing used in the last three days should be washed in hot water and dried in a hot dryer. As the mite does not live for more than three days away from human skin, more washing is not needed. Symptoms may continue for two to four weeks following treatment. If after this time symptoms continue, retreatment may be needed. Scabies is one of the three most common skin disorders in children, along with ringworm and bacterial skin infections. As of 2015, it affects about 204 million people (2.8% of the world population). It is equally common in both sexes. The young and the old are more commonly affected. It also occurs more commonly in the developing world and tropical climates. The word scabies is from Latin: scabere, 'to scratch'. Other animals do not spread human scabies. Infection in other animals is typically caused by slightly different but related mites and is known as sarcoptic mange.","Sarcoptes scabiei or the itch mite is a parasitic mite that burrows into skin and causes scabies. The mite is found in all parts of the world. Humans are not the only mammals that can become infected. Other mammals, such as wild and domesticated dogs and cats (in which it is one cause of mange) as well as ungulates, wild boars, bovids, wombats, koalas, and great apes are affected. The Italian biologists Giovanni Cosimo Bonomo and Diacinto Cestoni showed in the 17th century that scabies is caused by Sarcoptes scabiei; this discovery of the itch mite in 1687 marked scabies as the first disease of humans with a known microscopic causative agent. The disease produces intense, itchy skin rashes when the impregnated female tunnels into the stratum corneum of the skin and deposits eggs in the burrow. The larvae, which hatch in three to 10 days, move about on the skin, moult into a nymphal stage, and then mature into adult mites. The adult mites live three to four weeks in the host's skin."
"http://dbpedia.org/resource/TMCO1","http://dbpedia.org/resource/Pascual-Castroviejo_syndrome_type_1","Pascual-Castroviejo syndrome type 1 is a rare autosomal recessive condition characterized by facial dysmorphism, cognitive impairment and skeletal anomalies.","Transmembrane and coiled-coil domain-containing protein 1 is a protein that in humans is encoded by the TMCO1 gene."
"http://dbpedia.org/resource/Cortisol","http://dbpedia.org/resource/Cushing's_syndrome","Cushing's syndrome is a collection of signs and symptoms due to prolonged exposure to glucocorticoids such as cortisol. Signs and symptoms may include high blood pressure, abdominal obesity but with thin arms and legs, reddish stretch marks, a round red face, a fat lump between the shoulders, weak muscles, weak bones, acne, and fragile skin that heals poorly. Women may have more hair and irregular menstruation. Occasionally there may be changes in mood, headaches, and a chronic feeling of tiredness. Cushing's syndrome is caused by either excessive cortisol-like medication, such as prednisone, or a tumor that either produces or results in the production of excessive cortisol by the adrenal glands. Cases due to a pituitary adenoma are known as Cushing's disease, which is the second most common cause of Cushing's syndrome after medication. A number of other tumors, often referred to as ectopic due to their placement outside the pituitary, may also cause Cushing's. Some of these are associated with inherited disorders such as multiple endocrine neoplasia type 1 and Carney complex. Diagnosis requires a number of steps. The first step is to check the medications a person takes. The second step is to measure levels of cortisol in the urine, saliva or in the blood after taking dexamethasone. If this test is abnormal, the cortisol may be measured late at night. If the cortisol remains high, a blood test for ACTH may be done. Most cases can be treated and cured. If due to medications, these can often be slowly decreased if still required or slowly stopped. If caused by a tumor, it may be treated by a combination of surgery, chemotherapy, and/or radiation. If the pituitary was affected, other medications may be required to replace its lost function. With treatment, life expectancy is usually normal. Some, in whom surgery is unable to remove the entire tumor, have an increased risk of death. About two to three people per million are affected each year. It most commonly affects people who are 20 to 50 years of age. Women are affected three times more often than men. A mild degree of overproduction of cortisol without obvious symptoms, however, is more common. Cushing's syndrome was first described by American neurosurgeon Harvey Cushing in 1932. Cushing's syndrome may also occur in other animals including cats, dogs, and horses.","Cortisol is a steroid hormone, in the glucocorticoid class of hormones. When used as a medication, it is known as hydrocortisone. It is produced in many animals, mainly by the zona fasciculata of the adrenal cortex in the adrenal gland. It is produced in other tissues in lower quantities. It is released with a diurnal cycle and its release is increased in response to stress and low blood-glucose concentration. It functions to increase blood sugar through gluconeogenesis, to suppress the immune system, and to aid in the metabolism of fat, protein, and carbohydrates. It also decreases bone formation. Many of these functions are carried out by cortisol binding to glucocorticoid or mineralocorticoid receptors inside the cell, which then bind to DNA to impact gene expression."
"http://dbpedia.org/resource/Crohn's_disease","http://dbpedia.org/resource/Peptic_ulcer_disease","Peptic ulcer disease (PUD) is a break in the inner lining of the stomach, the first part of the small intestine, or sometimes the lower esophagus. An ulcer in the stomach is called a gastric ulcer, while one in the first part of the intestines is a duodenal ulcer. The most common symptoms of a duodenal ulcer are waking at night with upper abdominal pain and upper abdominal pain that improves with eating. With a gastric ulcer, the pain may worsen with eating. The pain is often described as a burning or dull ache. Other symptoms include belching, vomiting, weight loss, or poor appetite. About a third of older people have no symptoms. Complications may include bleeding, perforation, and blockage of the stomach. Bleeding occurs in as many as 15% of cases. Common causes include the bacteria Helicobacter pylori and non-steroidal anti-inflammatory drugs (NSAIDs). Other, less common causes include tobacco smoking, stress as a result of other serious health conditions, Behçet's disease, Zollinger–Ellison syndrome, Crohn's disease, and liver cirrhosis. Older people are more sensitive to the ulcer-causing effects of NSAIDs. The diagnosis is typically suspected due to the presenting symptoms with confirmation by either endoscopy or barium swallow. H. pylori can be diagnosed by testing the blood for antibodies, a urea breath test, testing the stool for signs of the bacteria, or a biopsy of the stomach. Other conditions that produce similar symptoms include stomach cancer, coronary heart disease, and inflammation of the stomach lining or gallbladder inflammation. Diet does not play an important role in either causing or preventing ulcers. Treatment includes stopping smoking, stopping use of NSAIDs, stopping alcohol, and taking medications to decrease stomach acid. The medication used to decrease acid is usually either a proton pump inhibitor (PPI) or an H2 blocker, with four weeks of treatment initially recommended. Ulcers due to H. pylori are treated with a combination of medications, such as amoxicillin, clarithromycin, and a PPI. Antibiotic resistance is increasing and thus treatment may not always be effective. Bleeding ulcers may be treated by endoscopy, with open surgery typically only used in cases in which it is not successful. Peptic ulcers are present in around 4% of the population. New ulcers were found in around 87.4 million people worldwide during 2015. About 10% of people develop a peptic ulcer at some point in their life. Peptic ulcers resulted in 267,500 deaths in 2015, down from 327,000 in 1990. The first description of a perforated peptic ulcer was in 1670, in Princess Henrietta of England. H. pylori was first identified as causing peptic ulcers by Barry Marshall and Robin Warren in the late 20th century, a discovery for which they received the Nobel Prize in 2005.","Crohn's disease is a type of inflammatory bowel disease (IBD) that may affect any segment of the gastrointestinal tract. Symptoms often include abdominal pain, diarrhea (which may be bloody if inflammation is severe), fever, abdominal distension, and weight loss. Complications outside of the gastrointestinal tract may include anemia, skin rashes, arthritis, inflammation of the eye, and fatigue. The skin rashes may be due to infections as well as pyoderma gangrenosum or erythema nodosum. Bowel obstruction may occur as a complication of chronic inflammation, and those with the disease are at greater risk of colon cancer and small bowel cancer. While the precise causes of Crohn's disease (CD) are unknown, it is believed to be caused by a combination of environmental, immune, and bacterial factors in genetically susceptible individuals. It results in a chronic inflammatory disorder, in which the body's immune system defends the gastrointestinal tract, possibly targeting microbial antigens. While Crohn's is an immune-related disease, it does not appear to be an autoimmune disease (in that the immune system is not being triggered by the body itself). The exact underlying immune problem is not clear; however, it may be an immunodeficiency state. About half of the overall risk is related to genetics, with more than 70 genes having been found to be involved. Tobacco smokers are twice as likely to develop Crohn's disease as nonsmokers. It also often begins after gastroenteritis. Diagnosis is based on a number of findings, including biopsy and appearance of the bowel wall, medical imaging, and description of the disease. Other conditions that can present similarly include irritable bowel syndrome and Behçet's disease. There is no known cure for Crohn's disease. Treatment options are intended to help with symptoms, maintain remission, and prevent relapse. In those newly diagnosed, a corticosteroid may be used for a brief period of time to rapidly improve symptoms, alongside another medication such as either methotrexate or a thiopurine used to prevent recurrence. Stopping smoking is recommended in people with Crohn's disease. One in five people with the disease is admitted to the hospital each year, and half of those with the disease will require surgery for the disease at some point over a ten-year period. While surgery should be used as little as possible, it is necessary to address some abscesses, certain bowel obstructions, and cancers. Checking for bowel cancer via colonoscopy is recommended every few years, starting eight years after the disease has begun. Crohn's disease affects about 3.2 per 1,000 people in Europe, North America, and the UK. It is less common in Asia and Africa. It has historically been more common in the developed world. Rates have, however, been increasing, particularly in the developing world, since the 1970s. Inflammatory bowel disease resulted in 47,400 deaths in 2015, and those with Crohn's disease have a slightly reduced life expectancy. It tends to start in young adulthood, though it can occur at any age. Males and females are equally affected."
